Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
lemon,21.0,42.0,red onion,17.5,17.5,,,,,,,,,,,,,,,,wine,3.277777777944031,3.277777777944031,chicken,147.93634932056312,147.93634932056312,,,,can diced tomatoes,99.22333093750001,99.22333093750001,whole-wheat spaghetti,56.69904625,56.69904625,,,,,,,cooking oil,10.5,10.5,red chillies,22.5,22.5,,,,boneless skinless chicken breast,113.3980925,113.3980925,turkey breast meat,113.3980925,113.3980925,Chicken Breast,136.0,136.0,tomato passata,100.0,100.0,chicken wings,30.239491333333334,575.0,red peppers,59.5,59.5,Jalapeño,70.8738078125,70.8738078125,,,,,,,coconut milk,30.267857142857146,95.679640546875,ginger root,1.0,1.0,,,,broccoli,91.0,91.0,Bacon,58.0,58.0,cucumbers,100.33333333333333,100.33333333333333,steak fries,113.3980925,113.3980925,chillies,45.0,54.0,clam juice,179.10865149882474,179.10865149882474,,,,,,,,,,,,,,,,red chile peppers,67.5,67.5,,,,Rice vermicelli,37.79936416666667,37.79936416666667,tomato,37.5,37.5,,,,,,,Quinoa,42.5,42.5,,,,,,,,,,,,,beef stock,121.7304817266348,121.7304817266348,,,,,,,chicken breasts,56.69904625,56.69904625,eschalots,13.888888888888891,13.888888888888891,,,,potatoes,71.0,71.0,chives,1.0,1.0,ground chicken,113.3980925,113.3980925,,,,,,,Pork Chops,79.6,79.6,chicken breasts,81.6,81.6,chicken stock,40.0,253.6051702638225,,,,,,,,,,Chicken Thigh,83.33333333333333,83.33333333333333,,,,,,,lamb shoulder,113.3980925,113.3980925,ricotta cheese,113.3980925,113.3980925,raw shrimp,113.3980925,113.3980925,heavy cream,158.93333333333334,158.93333333333334,,,,,,,drumsticks,122.5,122.5,,,,tomatoes,94.49841041666667,94.49841041666667,,,,,,,eggplant,91.33333333333333,113.3980925,,,,lime juice,3.849999999934908,20.82943798433529,birds eye chilis,45.0,45.0,eggs,50.0,100.0,,,,,,,white onion,28.75,28.75,,,
anchovies,18.899682083333335,18.899682083333335,green chilies,16.875,28.125,,,,,,,,,,,,,,,,sesame oil,1.5,1.5,all-purpose flour,125.0,125.0,,,,water,78.8627455,78.8627455,low-fat milk,45.75,45.75,,,,,,,sausage,8.5,8.5,chicken thigh,16.666666666666668,16.666666666666668,,,,plums,99.0,99.0,low-sodium chicken broth,100.0,151.19745666666668,cooked brown rice,125.0,125.0,tomatoes,100.0,264.5955491666667,drumettes,30.239491333333334,453.59237,cream cheese,56.69904625,56.69904625,onions,62.5,62.5,,,,,,,pork belly,24.29959125,24.29959125,salt,0.375,0.375,,,,plums,90.75,90.75,broth,56.75,56.75,cooked bulgar,91.0,91.0,peaches,102.11111111111113,102.11111111111113,eggplants,22.6796185,22.6796185,broth,170.25,170.25,,,,,,,,,,,,,,,,bamboo shoots,56.69904625,56.69904625,,,,chicken,32.399455,32.399455,yogurt,36.984087330140774,36.984087330140774,,,,,,,green chili,11.25,11.25,,,,,,,,,,,,,Ground Beef,113.3980925,113.3980925,,,,,,,prawns,56.69904625,113.3980925,peanuts,8.75,8.75,,,,Onions,62.5,62.5,olive oil,0.75,0.75,skinless chicken thighs,85.048569375,95.33333333333333,,,,,,,Ham,75.60000000000001,85.048569375,coconut cream,67.628045403686,67.628045403686,soy sauce,31.875,31.875,,,,,,,,,,Chicken thigh,66.66666666666667,66.66666666666667,,,,,,,Yukon gold potatoes,113.3980925,113.3980925,"boneless, skinless chicken breasts",108.75,113.3980925,chicken breast tenders,113.3980925,113.3980925,chicken broth,151.19745666666668,240.0,,,,,,,Vegetable broth,119.93411177059939,143.92093412471925,,,,low-sodium chicken broth,90.0,90.0,,,,,,,"boneless, skinless chicken breast",87.0,113.3980925,,,,thai basil,3.0,3.0,cooked chicken,43.75,43.75,scallions,27.777777777777782,27.777777777777782,,,,,,,rice noodles,28.349523125,125.0,,,
Parmesan cheese,14.870625,37.1765625,plum tomatoes,15.5,15.5,,,,,,,,,,,,,,,,white sugar,1.4000000000000001,1.4000000000000001,beef stock,121.7304817266348,420.0,,,,Bisquick,78.75,78.75,hot dogs,45.0,45.0,,,,,,,red chili peppers,7.417875000002092,7.417875000002092,peas,16.666666666666668,16.666666666666668,,,,cooked white rice,93.0,93.0,whole milk,91.5,91.5,pork,117.0,117.0,can diced tomatoes,99.22333093750001,99.22333093750001,wingettes,30.239491333333334,30.239491333333334,tomato sauce,56.69904625,113.3980925,Crema,57.5,57.5,,,,,,,pork chop,24.29959125,24.29959125,,,,,,,soba noodles,87.5,87.5,steak,56.69904625,56.69904625,Persian cucumbers,90.0,90.0,mayonnaise,86.625,86.625,canned bamboo shoots,16.375,16.375,pumpkin,170.09713875,170.09713875,,,,,,,,,,,,,,,,boneless skinless chicken breasts,56.69904625,56.69904625,,,,fish,31.25,226.796185,capsicums,26.444444444444443,26.444444444444443,,,,,,,Garlic,10.5,10.5,,,,,,,,,,,,,beef sirloin,113.3980925,113.3980925,,,,,,,corn,50.0,50.0,chillies,7.5,7.5,,,,onions,62.5,62.5,,,,cooked turkey,85.048569375,85.048569375,,,,,,,ground chicken,75.59872833333334,75.59872833333334,udon noodles,67.5,67.5,brown rice,31.666666666666668,31.666666666666668,,,,,,,,,,Coconut milk,59.70288383294154,59.70288383294154,,,,,,,turnip,106.75,106.75,diced tomatoes,106.31071171875,106.31071171875,kabocha squash,113.3980925,113.3980925,canned low-sodium chicken stock,150.0,150.0,,,,,,,fish stock,116.5,164.13890186519623,,,,Cream Cheese,67.5,67.5,,,,,,,straw mushrooms,85.31250000000001,85.31250000000001,,,,coriander leaves,2.6666666666666665,4.052944444446837,skinless chicken breasts,37.79936416666667,37.79936416666667,"Egg, whole, raw, fresh",25.0,25.0,,,,,,,bean sprouts,26.0,50.0,,,
extra-virgin olive oil,13.5,13.5,frozen peas,11.055000439286232,41.875,,,,,,,,,,,,,,,,cornflour,0.791666666706821,0.791666666706821,low-sodium chicken broth,120.0,120.0,,,,pink grapefruit,76.875,76.875,cauliflower,40.125,40.125,,,,,,,light soy sauce,7.1,7.1,red chili peppers,11.928042635665648,11.928042635665648,,,,cherry or grape tomatoes,87.49999999999999,87.49999999999999,2% milk,81.33333333333333,81.33333333333333,skinless chicken thighs,113.3980925,113.3980925,"Boneless, Skinless Chicken Breasts",87.0,87.0,vegetable oil,29.86666666717162,29.86666666717162,spaghetti,56.69904625,56.69904625,crab meat,56.69904625,75.59872833333334,,,,,,,napa cabbage,20.0,20.0,,,,,,,duck breast,83.0,255.145708125,salmon,49.5,113.14285714285714,buttermilk,61.25,61.25,lager,85.048569375,85.048569375,mint,11.400000000192737,11.400000000192737,chicken broth,151.19745666666668,160.0,,,,,,,,,,,,,,,,cooked white rice,55.8,55.8,,,,chicken legs,28.666666666666668,28.666666666666668,onion,18.75,37.5,,,,,,,piece of Ginger,8.376500000000002,8.376500000000002,,,,,,,,,,,,,beef stew meat,113.3980925,113.3980925,,,,,,,white rice,48.75,48.75,sunflower oil,6.8,13.821481779378326,,,,dry White wine,62.13326671463651,62.13326671463651,,,,Noodles,85.0,85.0,,,,,,,chicken breasts,68.0,68.0,rice vermicelli noodles,62.5,62.5,chicken legs,28.666666666666668,28.666666666666668,,,,,,,,,,yellow onions,55.0,55.0,,,,,,,cream,100.76578765149213,100.76578765149213,cooked turkey meat,105.0,105.0,dry white wine,93.19990007195474,93.19990007195474,water,118.29411825,236.5882365,,,,,,,chicken broth,112.5,150.0,,,,naan breads,62.5,62.5,,,,,,,glass noodles,85.048569375,85.048569375,,,,Salt,2.431766666668102,2.431766666668102,tomatoes,30.75,30.75,all-purpose flour,20.833333333333332,20.833333333333332,,,,,,,eggs,21.5,21.5,,,
Olive oil,9.0,54.0,onion,10.0,31.25,,,,,,,,,,,,,,,,,,,Water,118.29411825,118.29411825,,,,chorizo,50.0,50.0,spaghetti,37.79936416666667,113.3980925,,,,,,,shrimp,4.5,4.5,honey,10.5,10.5,,,,"boneless, skinless chicken breast",85.048569375,85.048569375,Condensed Cream of Chicken Soup,76.1893433984375,76.1893433984375,yellow onion,113.3980925,113.3980925,"boneless, skinless chicken breast",81.6,170.09713875,white wine,29.4,29.4,ground beef,56.69904625,141.747615625,plum tomatoes,56.69904625,56.69904625,,,,,,,red onion,18.75,18.75,,,,,,,pork mince,75.0,75.0,Butter,42.599999999999994,42.599999999999994,chickpeas,60.0,106.31071171875,mango,84.0,84.0,peanut oil,10.125,10.125,canned low-sodium chicken stock,150.0,150.0,,,,,,,,,,,,,,,,bean sprouts,52.0,52.0,,,,rice-stick noodles,28.349523125,28.349523125,orange,18.714285714285715,18.714285714285715,,,,,,,Coriander Leaves,8.0,8.0,,,,,,,,,,,,,ground Beef,112.0,112.0,,,,,,,frozen peas,37.5,37.5,water,4.312806394458334,4.312806394458334,,,,carrots,61.0,61.0,,,,mango,84.0,84.0,,,,,,,cooked brown rice,65.0,146.25,fish,62.5,62.5,chicken thigh,28.349523125,28.349523125,,,,,,,,,,"skinless, boneless chicken breast halves",54.4,54.4,,,,,,,avocado,100.5,100.5,light coconut milk,96.825,96.825,tofu,75.59872833333334,75.59872833333334,dashi,116.5,116.5,,,,,,,reduced-sodium chicken broth,110.0,110.0,,,,drumstick,61.25,140.0,,,,,,,duck breast,85.048569375,85.048569375,,,,coriander,1.25,1.25,mushrooms,30.625,30.625,soy sauce,16.167329604318684,16.167329604318684,,,,,,,chicken breast,17.4,17.4,,,
breadcrumbs,9.0,9.0,canola oil,7.0,7.0,,,,,,,,,,,,,,,,,,,beef shoulder,113.3980925,113.3980925,,,,frozen peas,42.5242846875,42.5242846875,parmigiano-reggiano,37.1765625,37.1765625,,,,,,,chili paste,3.75,3.75,vegetable oil,8.75,31.559754522253712,,,,sweet onion,82.75,103.4375,cream of mushroom soup,75.75,75.75,rice noodles,113.25,113.25,vegetable,71.96969696969697,71.96969696969697,barbecue sauce,27.9,34.875,tomatoes,56.69904625,142.5,cottage cheese,56.25,56.25,,,,,,,onions,17.857142857142858,40.0,,,,,,,cucumbers,70.8738078125,70.8738078125,Cream Cheese,42.5242846875,42.5242846875,canned beans,60.0,60.0,sweet onion,82.75,82.75,curry paste,9.333333333333334,9.333333333333334,"skinless, boneless chicken breast halves",136.0,136.0,,,,,,,,,,,,,,,,ground chicken,45.359237,45.359237,,,,yellow noodles,25.0,25.0,ground lamb,18.42719003125,113.3980925,,,,,,,Cashews,7.5,7.5,,,,,,,,,,,,,chicken breast,102.0,102.0,,,,,,,oyster mushrooms,37.5,37.5,sambal,4.249999999928145,4.249999999928145,,,,beef short rib,56.69904625,56.69904625,,,,broccoli,56.69904625,91.0,,,,,,,tomatoes,61.5,61.5,bamboo shoots,62.5,62.5,pork belly,28.349523125,28.349523125,,,,,,,,,,cucumber,50.166666666666664,50.166666666666664,,,,,,,tomato,100.0,100.0,chicken breast,85.048569375,94.16666666666667,beefsteak tomatoes,74.5,74.5,vegetable stock,113.5,113.5,,,,,,,skinless chicken thighs,107.25,107.25,,,,canned tomatoes,60.0,60.0,,,,,,,roast beef,85.048569375,85.048569375,,,,black pepper,1.215883333334051,1.215883333334051,prawns,24.0,210.0,sake,14.75982090935447,14.75982090935447,,,,,,,lime,16.75,16.75,,,
capers,8.6,8.6,oil,7.0,7.0,,,,,,,,,,,,,,,,,,,Beef Stew Meat,113.3980925,113.3980925,,,,tomato paste,42.5,42.5,asparagus,31.25,31.25,,,,,,,corn flour,1.7812499999698845,1.7812499999698845,rice wine,7.274999999877,7.274999999877,,,,lemons,63.0,63.0,Mixed vegetables,75.59872833333334,75.59872833333334,Red Beans,106.31071171875,106.31071171875,canned tomato sauce,70.8738078125,70.8738078125,water,25.87683836675,236.5882365,kidney beans,56.69904625,120.00000000000001,unsweetened coconut milk,53.155355859375,53.155355859375,,,,,,,chicken stock,17.142857142857142,17.142857142857142,,,,,,,plum tomato,62.0,62.0,empanada wrappers,39.689332375000006,39.689332375000006,Russet potatoes,56.69904625,56.69904625,potatoes,82.0,250.0,canola oil,8.75,8.75,dashi,116.5,116.5,,,,,,,,,,,,,,,,scallop,45.359237,45.359237,,,,chiles,20.892857142857142,20.892857142857142,ground beef,18.42719003125,90.718474,,,,,,,Oil,7.0,14.0,,,,,,,,,,,,,spaghetti sauce,85.0,113.33333333333333,,,,,,,mushroom,35.0,35.0,tomato paste,4.093749999930775,4.093749999930775,,,,Celery,20.0,20.0,,,,boneless skinless chicken breast,56.69904625,56.69904625,,,,,,,shrimp,56.69904625,113.3980925,red pepper,59.5,59.5,avocado,25.125,25.125,,,,,,,,,,chicken thighs,49.13917341666667,49.13917341666667,,,,,,,apple,91.0,91.0,glass noodles,85.048569375,85.048569375,couscous,64.875,64.875,shiitake mushroom,113.3980925,113.3980925,,,,,,,squid,100.0,100.0,,,,new potato,57.142857142857146,57.142857142857146,,,,,,,skinless chicken thighs,71.5,113.3980925,,,,kaffir lime leaves,1.2,1.2,chillies,22.5,22.5,mirin,9.839880606236314,9.839880606236314,,,,,,,green onions,13.888888888888891,13.888888888888891,,,
Chilli,7.5,7.5,cooking oil,4.666666666666667,4.666666666666667,,,,,,,,,,,,,,,,,,,beef sirloin,113.3980925,113.3980925,,,,milk,40.666666666666664,40.666666666666664,broccoli,31.25,31.25,,,,,,,garlic,1.5,2.625,sugar,6.24999999989435,12.5,,,,tomato juice,60.75,60.75,Chicken Thighs,75.59872833333334,75.59872833333334,Diced Tomatoes,106.31071171875,106.31071171875,boneless skinless chicken breasts,64.79891,200.0,mango nectar,20.916666666666664,20.916666666666664,pork shoulder,56.69904625,56.69904625,mango,48.0,48.0,,,,,,,white wine,16.8,16.8,,,,,,,reduced-sodium chicken broth,60.0,60.0,pie crust,38.166666666666664,38.166666666666664,garbanzo beans,56.25,56.25,black olives,67.200000001136,67.200000001136,basil,8.333333333333334,8.333333333333334,vegetable stock,113.5,113.5,,,,,,,,,,,,,,,,sugar snap pea,45.359237,45.359237,,,,yellow onion,20.833333333333332,20.833333333333332,breadcrumbs,17.5,17.5,,,,,,,Coriander,5.0,5.0,,,,,,,,,,,,,cooked rice,79.0,79.0,,,,,,,eggs,32.25,64.5,tamarind,3.749999999936599,3.749999999936599,,,,daikon,19.333333333333332,19.333333333333332,,,,skirt steak,56.69904625,56.69904625,,,,,,,Egg,56.0,56.0,noodles,58.333333333333336,87.5,yellow noodles,25.0,25.0,,,,,,,,,,salted Peanuts,36.5,36.5,,,,,,,chicken broth,90.0,90.0,soba noodles,85.048569375,85.048569375,low-sodium chicken broth,60.0,330.0,fish,113.3980925,226.796185,,,,,,,yellow onions,85.048569375,85.048569375,,,,"boneless, skinless chicken breasts",56.69904625,113.3980925,,,,,,,can diced tomatoes,70.8738078125,102.767021328125,,,,,,,chili,22.46092320332552,22.46092320332552,panko,9.375,37.5,,,,,,,scallions,12.5,12.5,,,
hot pepper,7.5,7.5,unsalted butter,3.55,3.55,,,,,,,,,,,,,,,,,,,pasta,113.3980925,113.3980925,,,,celery,40.0,40.0,whole milk,30.5,45.75,,,,,,,garlic chives,1.12500000001902,1.12500000001902,caster sugar,5.99999999989855,5.99999999989855,,,,chorizo,60.0,60.0,Yukon gold potatoes,71.0,71.0,Cooked Jasmine Rice,101.0,101.0,non-fat yogurt,61.25,61.25,lime,16.75,31.45303397834159,sweet yellow corn,52.75,52.75,shrimp,42.5242846875,113.3980925,,,,,,,Green onions,16.142857142857142,16.142857142857142,,,,,,,rice wine vinegar,59.5,59.5,onions,37.79936416666667,66.0,nonfat Greek yogurt,49.333333333333336,49.333333333333336,Cheddar,66.0,66.0,lemongrass,6.0,6.0,russet potatoes,113.3980925,113.3980925,,,,,,,,,,,,,,,,red pepper,41.0,41.0,,,,coconut milk,19.90096127764718,47.76230706635323,lemon,12.0,35.0,,,,,,,Chilli Powder,4.0,4.0,,,,,,,,,,,,,broccoli,76.0,76.0,,,,,,,onion,31.25,31.25,Coriander,2.8,2.8,,,,Sherry,18.703381306956906,18.703381306956906,,,,firm tofu,56.69904625,81.0,,,,,,,cauliflower rice,53.5,53.5,pork,50.0,50.0,shallots,20.00000000033814,80.0,,,,,,,,,,Onions,35.0,35.0,,,,,,,dinner rolls,86.0,86.0,spaghetti,85.048569375,85.048569375,tomato,56.69904625,56.69904625,russet potatoes,113.3980925,113.3980925,,,,,,,bell pepper,75.59872833333334,75.59872833333334,,,,eggplant,54.8,54.8,,,,,,,salad mix,70.8738078125,70.8738078125,,,,,,,button mushrooms,15.0,15.0,barbeque sauce,8.5,8.5,,,,,,,piece ginger,7.5,7.5,,,
parmesan cheese,7.4353125,7.4353125,vegetable oil,3.4330650000000005,10.5,,,,,,,,,,,,,,,,,,,Onion Soup,107.62500000000001,107.62500000000001,,,,chicken livers,37.79936416666667,87.5,leeks,29.666666666666668,29.666666666666668,,,,,,,oyster sauce,0.7500000000507211,18.000000000304322,hoisin sauce,4.0,16.23073089715905,,,,bell peppers,59.5,119.0,pastry,62.5,62.5,broccoli florets,100.0,100.0,cans diced tomatoes,60.242736640625004,60.242736640625004,piece ginger,15.0,15.0,eggplants,51.375,51.375,hard-cooked eggs,40.0,40.0,,,,,,,Curry Paste,14.0,14.0,,,,,,,bell peppers,59.5,59.5,potatoes,37.5,37.5,fava beans,47.249205208333336,47.249205208333336,soda water,62.55594199840955,62.55594199840955,shallots,4.8194190664310605,44.333333333333336,fish,113.3980925,226.796185,,,,,,,,,,,,,,,,Carrot,30.5,30.5,,,,Shallots,17.142857142857142,17.142857142857142,egg,10.75,10.75,,,,,,,oil,3.5,3.5,,,,,,,,,,,,,zucchini,73.5,73.5,,,,,,,capsicum,29.75,29.75,garlic,1.5,1.5,,,,onion,18.333333333333332,18.333333333333332,,,,spinach,56.69904625,56.69904625,,,,,,,tofu,49.611665468750004,81.0,water chestnuts,42.5,42.5,capsicum,19.833333333333332,19.833333333333332,,,,,,,,,,chicken breasts,34.01942775,151.19745666666668,,,,,,,minced lamb,83.33333333333333,83.33333333333333,Noodles,85.0,85.0,butternut squash,56.69904625,56.69904625,beef sirloin,113.3980925,113.3980925,,,,,,,Lentils,75.0,75.0,,,,chicken breast,54.4,83.33333333333333,,,,,,,chicken,70.0,300.0,,,,,,,onion,9.166666666666666,9.166666666666666,sugar,8.0,8.0,,,,,,,cilantro,6.761625,6.761625,,,
kosher salt,7.281249999876896,7.281249999876896,sunflower oil,3.4,3.4,,,,,,,,,,,,,,,,,,,Cream Of Mushroom Soup,101.58579119791666,101.58579119791666,,,,Greek yogurt,36.0,36.0,ham,28.349523125,35.0,,,,,,,shrimp paste,0.6666666667004807,0.6666666667004807,soy,3.8749999999344857,3.8749999999344857,,,,whole milk Greek yogurt,57.6,57.6,half-and-half,60.4,60.4,rice,97.5,97.5,canned tomatoes,60.0,60.0,tapenade,15.0,15.0,green chilies,49.611665468750004,49.611665468750004,cooked chicken,37.79936416666666,37.79936416666666,,,,,,,leek,11.125,11.125,,,,,,,beer,59.333333333333336,59.333333333333336,yellow bell pepper,35.43690390625,35.43690390625,pitas,46.0,46.0,non-dairy milk,60.75,60.75,unsweetened coconut,4.6484375,4.6484375,beef sirloin,113.3980925,113.3980925,,,,,,,,,,,,,,,,water chestnut,30.0,30.0,,,,chillies,16.875,16.875,tahini,9.000000000152163,9.000000000152163,,,,,,,Saunf,3.35,3.35,,,,,,,,,,,,,Finger limes,67.0,67.0,,,,,,,celery,25.25,25.25,brown sugar,1.5,1.5,,,,carrot,18.3,18.3,,,,chile peppers,56.25,56.25,,,,,,,snow peas,49.0,49.0,Greek Style yogurt,41.666666666666664,41.666666666666664,limes,16.75,16.75,,,,,,,,,,low-salt chicken broth,30.0,30.0,,,,,,,frozen vegetables,77.96118859375001,77.96118859375001,unsweetened coconut milk,84.75,84.75,sweet potato,56.69904625,56.69904625,farm-raised catfish,113.3980925,113.3980925,,,,,,,Chicken breast,75.0,75.0,,,,plain whole-milk yogurt,51.041666666666664,51.041666666666664,,,,,,,chicken breast,68.0,170.09713875,,,,,,,canned straw mushrooms,9.166666666666666,9.166666666666666,egg,5.375,10.75,,,,,,,serrano,6.5625,6.5625,,,
