Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
,,,,,,,,,,,,,,,,,,,,,,,,Onion Soup Mix,4.724920520833334,4.724920520833334,,,,cayenne pepper,0.02760416670213625,0.3,,,,,,,,,,,,,,,,,,,cayenne pepper,0.45,0.45,Garlic,1.5,1.5,mint leaves,2.280000000038547,2.280000000038547,Salt,0.5,0.5,onion powder,0.24,3.45,chile powder,0.16875,0.16875,Parsley,1.875,1.875,,,,,,,,,,,,,,,,shallots,2.5,29.555555555555557,red pepper flakes,0.15416666667448617,0.15416666667448617,parsley,0.5846153846153845,15.0,garlic powder,0.775,0.775,,,,lime zest,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lemon Juice,3.81249999993555,3.81249999993555,,,,,,,,,,,,,,,,,,,,,,basil,1.5,1.5,,,,,,,cilantro leaves,1.0,2.0,fresh basil,1.25,1.25,,,,,,,,,,,,,lemongrass,0.6666666666666666,6.666666666666667,,,,,,,kosher salt,0.6067708333641094,0.6067708333641094,jalapeno,3.5,3.5,soy sauce,1.1428571428571428,31.875,lemongrass,2.4,20.0,,,,,,,paprika,0.0,0.3833333333333333,,,,paprika,0.16428571428571428,2.2666666666666666,,,,,,,sunflower oil,2.2666666666666666,2.2666666666666666,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,olive oil,4.5,13.5,,,,Chicken,0.0,0.0,,,,,,,,,,,,,,,,,,,Cayenne Pepper,0.33125,0.33125,fresh sage,1.3333333333333333,1.3333333333333333,olive oil,2.25,4.5,garlic,0.4666666666666666,6.374999999892218,ground allspice,0.2375,0.2375,herbs,0.16666666666666666,0.16666666666666666,fennel,1.812500000091932,14.5,,,,,,,,,,,,,,,,rice vinegar,2.5,7.45,coriander,0.15,0.15,fresh coriander,0.5,4.62962962962963,serrano pepper,0.7624999999999998,0.7624999999999998,,,,curry paste,1.7777777778980053,2.666666666847008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sriracha sauce,3.599999999756539,3.599999999756539,,,,,,,,,,,,,,,,,,,,,,Garlic,1.4,1.4,,,,,,,fresh ginger,1.0,6.0,light soy sauce,1.125,1.125,,,,,,,,,,,,,Sweet Paprika,0.5666666666666667,0.5666666666666667,,,,,,,Flour,0.5580357142762796,0.5580357142762796,extra-virgin olive oil,3.375,3.375,lime zest,1.0,1.0,unsalted butter,2.3666666666666667,5.625,,,,,,,ground peppers,0.0,0.0,,,,cumin,0.15,2.1,,,,,,,canola oil,2.25,3.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,fish sauce,4.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,Garlic,0.3202125,4.5,hot sauce,1.2,1.2,Salt,1.8571916666666666,3.294425,smoked paprika,0.3833333333333333,1.15,crushed red chile flakes,0.225,0.225,fresh coriander,0.16666666666384883,0.16666666666384883,Hot Sauce,1.7999999998782694,1.7999999998782694,,,,,,,,,,,,,,,,sesame oil,2.25,2.25,bay leaf,0.09999999999999999,0.09999999999999999,chili powder,0.45,4.0,mustard powder,0.75,0.75,,,,vegetable oil,1.75,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,ancho chile powder,1.35,1.35,,,,,,,Cilantro,0.999999999983093,0.999999999983093,peppercorns,1.0875,1.0875,,,,,,,,,,,,,sugar,0.525,3.124999999947175,,,,,,,dill,0.55625,0.55625,marinated artichoke,3.156565656512288,75.75757575757575,rice vinegar,0.9933333333333334,0.9933333333333334,Salt,2.302688924445216,3.401875660333348,,,,,,,,,,,,,sugar,0.15,0.15,,,,,,,serrano chiles,2.033333333333333,2.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Kosher salt,4.257067122436151,4.393203976249184,,,,,,,,,,,,,,,,,,,,,,,,,white pepper,0.3,0.3,Kosher salt,0.9871249999997359,3.366873295,Lemon,1.75,1.75,ground turmeric,0.375,4.7,paprika,0.14375,5.1,oregano,0.1,1.4999999998985571,soy sauce,1.7708333333333333,6.0,,,,,,,,,,,,,,,,Salt,2.152595130937213,3.033948175781197,cumin,0.08750000000000001,1.05,cumin seeds,0.35000000000000003,0.35000000000000003,cilantro,0.6666666666666666,5.0,,,,jalapeño chile,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jalapeno pepper,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,Thai red curry paste,1.333333333423504,1.333333333423504,,,,,,,lime juice,0.8555555555989502,0.8555555555989502,Coriander leaves,1.021701388890334,1.021701388890334,,,,,,,,,,,,,fresh ginger,0.5,1.9999999999661868,,,,,,,cumin,0.525,0.525,salted peanuts,3.0416666666666665,3.0416666666666665,masala,0.95,0.95,Worcestershire sauce,2.1794194319547247,4.25,,,,,,,,,,,,,coriander,0.1285714285714286,5.000000000084535,,,,,,,lime zest,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,extra-virgin olive oil,3.375,3.375,,,,,,,,,,,,,,,,,,,,,,,,,smoked paprika,0.2875,0.2875,truffle,0.84375,0.84375,coarse salt,1.618055555637625,1.618055555637625,salt,0.375,3.074867184891991,fine sea salt,0.09375,0.09375,fresh thyme,0.1,0.1,snow peas,1.7,1.7,,,,,,,,,,,,,,,,Garlic,2.0,2.0,black pepper,0.071875,0.7908632481044089,garlic,0.3,8.0,lime peel,0.625,0.625,,,,Kosher salt,1.6210406294433977,4.240397578333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pasta,3.125,3.125,,,,,,,,,,,,,,,,,,,,,,soy sauce,1.3333333333333333,15.9375,,,,,,,garlic,0.8499999999856291,8.5,brown sugar,1.0,2.265624999961695,,,,,,,,,,,,,Salt,0.5,2.9449371243750004,,,,,,,turmeric,0.5,0.5,palm sugar,3.02083333328226,3.02083333328226,peanut oil,0.9,13.5,curry paste,1.7777777778980053,1.7777777778980053,,,,,,,,,,,,,turmeric,0.10714285714285714,0.75,,,,,,,mint leaves,1.9000000000000001,7.6000000001284915,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,jalapeño,2.812499999952449,2.812499999952449,,,,,,,,,,,,,,,,,,,,,,,,,Aleppo pepper,0.27,0.27,cilantro,0.4999999999915465,0.4999999999915465,chilli powder,1.35,1.35,chili powder,0.3375,0.3375,garlic powder,0.0775,2.425,black pepper,0.0725,0.76806119226536,shallot,1.6666666666666667,1.6666666666666667,,,,,,,,,,,,,,,,balsamic vinegar,2.0,2.0,ground cinnamon,0.027083333333333334,0.027083333333333334,coriander seeds,0.3,5.0,gherkins,0.4843749999918107,0.4843749999918107,,,,fresh basil,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,celery,2.846013577405119,25.25,,,,,,,,,,,,,,,,,,,,,,sesame seeds,1.1250000000570615,1.1250000000570615,,,,,,,apple cider vinegar,0.8333333333333334,7.45,mint leaves,0.9500000000160573,15.200000000256983,,,,,,,,,,,,,Cumin,0.5,0.5,,,,,,,oregano,0.4999999999661857,0.4999999999661857,all-purpose flour,2.604166666622637,6.5104166665565915,sugar,0.8928571428420501,3.124999999947175,vegetable oil,1.75,7.0,,,,,,,,,,,,,ground cinnamon,0.09285714285714286,0.21666666666666667,,,,,,,serrano chile,1.525,1.525,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,red wine,2.4853306685854606,29.399999999999995,,,,,,,,,,,,,,,,,,,,,,,,,oregano,0.25,1.4999999998985571,fresh thyme,0.26666666666666666,0.5999999999594233,Spice Mix,1.35,1.35,Cardamom,0.3333333333333333,0.3333333333333333,ground cloves,0.065625,0.065625,dried chipotle chile,0.0625,0.0625,vinegar,1.6527777777777777,1.6527777777777777,,,,,,,,,,,,,,,,Fresh Ginger,1.9999999999661868,1.9999999999661868,dried oregano,0.020833333333333332,0.08333333333333333,baking soda,0.2875,1.15,Capers,0.43,0.43,,,,ginger,1.49999999997464,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butter,2.84,3.55,,,,,,,,,,,,,,,,,,,,,,canola oil,1.125,3.5,,,,,,,hot sauce,0.7999999999999999,0.7999999999999999,coriander,0.9,14.0,,,,,,,,,,,,,galangal,0.5,0.5,,,,,,,thyme,0.3999999999729489,2.25,coriander,2.5,2.5,lime juice,0.8555555555989502,15.125,sesame seeds,1.5000000000760818,4.5,,,,,,,,,,,,,chilli flakes,0.09,0.09,,,,,,,chili,1.525,1.525,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,dry onion soup mix,2.362460260416667,2.362460260416667,,,,,,,,,,,,,,,,,,,,,,,,,ginger,0.25,0.25,salt,0.1875,0.5,cilantro leaves,1.3333333333333333,8.0,ginger root,0.3333333333333333,0.3333333333333333,cayenne,0.05625,0.05625,cayenne pepper,0.05625,0.05625,ground mustard,1.575,1.575,,,,,,,,,,,,,,,,all-purpose flour,1.9531249999669775,15.625,lime zest,0.020833333333333332,0.020833333333333332,aleppo pepper,0.27,0.27,kelp,0.41666666669484503,0.6250000000422675,,,,galangal,1.49999999997464,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jalapeño,2.812499999952449,2.812499999952449,,,,,,,,,,,,,,,,,,,,,,radishes,1.0,30.0,,,,,,,chile,0.7812500000396259,0.7812500000396259,garlic,0.75,9.0,,,,,,,,,,,,,ginger root,0.5,0.5,,,,,,,red pepper,0.3880208333530141,0.3880208333530141,Kosher salt,2.35562069015625,3.0765442415625,oil,0.75,46.714285714285715,brown sugar,1.5,3.02083333328226,,,,,,,,,,,,,ground cloves,0.08750000000000001,0.08750000000000001,,,,,,,fish sauce,1.5000000001014422,15.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,vegetable oil,2.333333333491132,7.100944767507085,,,,,,,,,,,,,,,,,,,,,,,,,cayenne,0.225,0.225,garlic,0.1875,8.333333333333334,Coarse salt,1.2380828325,1.2380828325,cinnamon stick,0.325,0.325,red pepper flakes,0.04817708333577693,0.04817708333577693,ground cinnamon,0.040625,0.040625,Serrano Chiles,1.525,1.525,,,,,,,,,,,,,,,,sea salt,1.94166666676515,2.8233763767181794,paprika,0.0118055555707249,0.2875,cardamom,0.25,0.25,garlic,0.375,2.25,,,,lime,1.3958333333333333,11.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsalted butter,2.6666666666666665,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,fresh ginger,1.0,1.49999999997464,,,,,,,sesame seeds,0.7500000000380409,0.7500000000380409,light brown sugar,0.75,0.75,,,,,,,,,,,,,chilli flakes,0.45,0.45,,,,,,,salt,0.375,5.327327714251347,canola oil,2.3333333333333335,4.541666666666667,red curry paste,0.666666666711752,8.0,ginger,1.5,1.5,,,,,,,,,,,,,black pepper,0.08574999999999999,1.1500000000000001,,,,,,,beans,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,sesame seeds,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,cumin,0.21000000000000002,0.525,ground mustard,0.16666666666666666,0.16666666666666666,extra-virgin olive oil,1.125,13.5,cumin,0.3,3.0,cayenne pepper,0.045000000000000005,0.045000000000000005,jalapeno chilies,0.0,0.0,olive oil,1.5,36.0,,,,,,,,,,,,,,,,vegetable oil,1.75,7.0,saffron,0.005468750007026976,0.005468750007026976,kosher salt,0.24270833334564376,1.2135416667282188,baking powder,0.25555555555555554,2.3,,,,Lime,1.3958333333333333,2.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flour,2.6666666666666665,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,garlic,0.75,4.5,,,,,,,soy sauce,0.6625,15.9375,Chinese cabbage,0.7,1.75,,,,,,,,,,,,,Coriander,0.4166666666666667,0.4166666666666667,,,,,,,ground cinnamon,0.325,0.325,Salt,2.278147348483868,2.6868260550027867,lemongrass,0.6666666666666666,1.3333333333333333,fresh basil,1.5,3.0,,,,,,,,,,,,,cayenne,0.05849999785423279,0.6,,,,,,,thai basil,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,hot sauce,2.159999999853923,2.159999999853923,,,,,,,,,,,,,,,,,,,,,,,,,red pepper flakes,0.15416666667448617,0.15416666667448617,thyme,0.1,2.5,pepper,0.9285958333333333,1.8710701626556272,coriander seeds,0.3,0.3,hot sauce,0.0,28.349523125,sour cream,0.0,28.75,Salt,1.4234305793238045,4.4450666666666665,,,,,,,,,,,,,,,,Olive oil,1.6875,1.6875,fruit,0.0,0.0,granulated sugar,0.21000000000000002,0.21000000000000002,salt,0.25,1.5,,,,black peppercorns,1.2868279625,1.2868279625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornstarch,2.6666666666215817,2.6666666666215817,,,,,,,,,,,,,,,,,,,,,,ground pepper,0.725,0.725,,,,,,,turmeric,0.6,0.6,cornflour,0.5937500000301157,3.562499999939769,,,,,,,,,,,,,cornflour,0.3958333333534105,0.3958333333534105,,,,,,,onion powder,0.3,0.5750000000000001,sunflower oil,2.2666666666666666,2.2666666666666666,chile paste,0.6380208333656944,0.6380208333656944,galangal,1.49999999997464,7.5,,,,,,,,,,,,,saffron,0.01367187501756744,0.01367187501756744,,,,,,,curry paste,1.333333333423504,16.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Serrano Chiles,2.033333333333333,2.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,garlic,0.13999999999999999,3.0,black pepper,0.090625,2.7393054987500003,Thai basil,0.75,0.75,masala,0.2714285714285714,3.0,scallions,0.0,9.259259259259261,rice,0.0,0.0,Worcestershire sauce,1.4166666666666667,5.729166666666667,,,,,,,,,,,,,,,,peeled ginger,1.6500000000000001,1.6500000000000001,,,,Garlic,0.2,0.5,Dijon mustard,0.25,0.25,,,,canola oil,1.125,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginger,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,Cilantro,0.6666666666666666,0.6666666666666666,,,,,,,baking soda,0.575,0.575,Thai basil,0.5,25.0,,,,,,,,,,,,,sesame oil,0.375,0.75,,,,,,,bay leaves,0.25,0.3,brown sugar,2.265624999961695,2.265624999961695,cilantro,0.5833333333234709,2.0,Lime,1.3958333333333333,2.09375,,,,,,,,,,,,,Steamed basmati rice,0.0,0.0,,,,,,,shredded coconut,1.328125,1.328125,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Ginger,1.9999999999661868,1.9999999999661868,,,,,,,,,,,,,,,,,,,,,,,,,black pepper,0.09583333333333333,1.608375,dried oregano,0.08333333333333333,0.16666666666666666,Garlic,0.75,34.0,ground cinnamon,0.26,0.26,Sesame seeds,0.0,0.0,tortilla chips,0.0,0.0,crushed red pepper,1.325,1.325,,,,,,,,,,,,,,,,mustard seeds,1.575,1.575,,,,baking powder,0.19166666666666665,0.2875,fresh thyme,0.2,0.2,,,,curry powder,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palm sugar,2.265624999961695,2.265624999961695,,,,,,,,,,,,,,,,,,,,,,ketchup,0.6250000000317006,0.6250000000317006,,,,,,,coriander,0.54,0.54,coriander leaves,0.5,0.5,,,,,,,,,,,,,Garlic,0.375,1.5,,,,,,,dried dill weed,0.25,0.25,sesame oil,2.25,3.4,smoked paprika,0.575,0.575,lime,1.3958333333333333,11.166666666666666,,,,,,,,,,,,,Yoghurt,0.0,0.0,,,,,,,lemongrass,1.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,peppercorns,1.725,1.725,,,,,,,,,,,,,,,,,,,,,,,,,cinnamon,0.065,0.065,red pepper flakes,0.08333333333333333,0.08333333333333333,cumin,0.7000000000000001,0.7000000000000001,coriander,0.2571428571428572,0.8333333333333334,,,,cheddar,0.0,0.0,horseradish,1.25,1.25,,,,,,,,,,,,,,,,arugula,1.5625,13.33333333333332,,,,pepper,0.18125,1.0200781503237395,parsley,0.19,7.5,,,,serrano chili,1.0166666666666666,1.0166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sesame seeds,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,bean,0.5,0.5,,,,,,,sugar,0.525,6.24999999989435,salt,0.4166666666666667,2.420453125001285,,,,,,,,,,,,,granulated sugar,0.35000000000000003,0.35000000000000003,,,,,,,fresh rosemary,0.21875,0.2833333333333333,olive oil,2.25,4.5,rice wine,0.5196428571340714,0.5196428571340714,black peppercorns,1.2868279625,1.2868279625,,,,,,,,,,,,,food coloring,0.0,0.0,,,,,,,vegetable oil,1.166666666745566,7.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ketchup,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,dried mint,0.0625,0.0625,parsley,0.06666666666666667,3.75,parsley,0.6333333333333333,0.6333333333333333,fennel seeds,0.25,0.25,,,,avocado,0.0,0.0,cream cheese,1.2083333333333333,37.79936416666667,,,,,,,,,,,,,,,,duck fat,1.4236111111111112,9.600000000000001,,,,black pepper,0.18125,1.725,pepper,0.18125,2.2923649637866714,,,,coriander seeds,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lime,2.09375,16.75,,,,,,,,,,,,,,,,,,,,,,cilantro leaves,0.33333333332769766,2.0,,,,,,,cilantro,0.4999999999915465,1.6682500000000002,fresh coriander,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,ground turmeric,0.31333333333333335,0.31333333333333335,,,,,,,Garlic,0.21428571428571427,0.21428571428571427,oil,2.25,18.166666666666664,fresh ginger,0.5,4.49999999992392,kaffir lime leaves,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,agave nectar,1.1555555556141666,1.1555555556141666,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Worcestershire sauce,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Allspice,0.059375,0.059375,pepper,0.0453125,19.381481481481483,rice vinegar,0.625,0.625,curry powder,0.25,0.3333333333333333,,,,crushed red pepper,0.0,0.0,mayonnaise,1.203125000061025,28.875,,,,,,,,,,,,,,,,curry leaves,1.3499999999999999,1.3499999999999999,,,,ground pepper,0.18125,0.18125,hot sauce,0.14687499994040276,0.6,,,,chives,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh Lasagna noodles,2.0833333333333335,2.0833333333333335,,,,,,,,,,,,,,,,,,,,,,curry powder,0.25,0.25,,,,,,,Butter,0.4729166666906536,0.4729166666906536,Salt,0.3057939049648451,4.49195343272357,,,,,,,,,,,,,white pepper,0.3,0.3,,,,,,,ground turmeric,0.1875,0.1875,Coarse salt,2.1774317774985,2.1774317774985,galangal,0.5,0.5,bacon,1.1770833333134325,29.0,,,,,,,,,,,,,,,,,,,,,,ginger,1.1,3.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,paprika,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,ground ginger,0.045,0.045,celery salt,0.005729166674028261,0.005729166674028261,ground pepper,0.61904141625,0.61904141625,cinnamon,0.21666666666666667,0.21666666666666667,,,,,,,bouquet garni,1.2,1.2,,,,,,,,,,,,,,,,black bean,1.2964285714285713,1.2964285714285713,,,,dried dill weed,0.16666666666666666,0.16666666666666666,black pepper,0.12777777777777777,1.630415249378025,,,,oil,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato paste,2.0468749999653877,14.1747615625,,,,,,,,,,,,,,,,,,,,,,red pepper flakes,0.19270833334310772,0.19270833334310772,,,,,,,Canola Oil,0.45,14.0,fresh ginger,0.25,3.75,,,,,,,,,,,,,sambal,0.283333333347704,0.283333333347704,,,,,,,black pepper,0.14375,2.440192998749585,sugar,2.1,3.124999999947175,fresh basil,0.5,6.0,canola oil,1.125,1.125,,,,,,,,,,,,,,,,,,,,,,chilis,1.093750000055476,1.093750000055476,,,,,,,,,,,,,,,,,,,,,,,,
